92810,PELSONSUO
95920,SAARIPUDAS
98960,NARUSKA
00102,EDUSKUNTA
21101,NAANTALI
31720,URJALANKYLÄ
32140,YPÄJÄ AS
35301,ORIVESI
54120,PULP
59730,UUKUNIEMI
60550,NURMO
82601,TOHMAJÄRVI
86680,VATJUSJÄRVI
90840,HAUKIPUDAS
96440,ROVANIEMI
99230,JEESIÖJÄRVI
00210,HELSINKI
12750,PILPALA
16960,ISO-EVO
17510,NYYSTÖLÄ
21270,NOUSIAINEN
25660,MATHILDEDAL
41970,HUTTULA
78400,VARKAUS
82900,ILOMANTSI
04131,SIPOO
13330,HARVIALA
18130,HEINOLA
21490,MARTTILA
42720,KEURUU
46950,AHVIO
51980,LAUTEALA
52551,HIRVENSALMI
58420,SILVOLA
66820,KOMOSSA
83450,VAIVIO
01721,VANTAA
04370,RUSUTJÄRVI
10230,INKOO AS
10601,TAMMISAARI
29601,NOORMARKKU
33330,TAMPERE
37120,NOKIA
37560,LEMPÄÄLÄ
47760,HUHDASJÄRVI
48310,KOTKA
53100,LAPPEENRANTA
58810,KALLISLAHTI
95160,OIJÄRVI
97700,RANUA
97900,POSIO
02010,LÄHITAPIOLA
04770,SAHAKYLÄ
33531,TAMPERE
33840,TAMPERE
37860,KÄRJENNIEMI
41325,LAUKKAVIRTA
45330,HARJU
65231,VAASA
66280,TAKLAX
68380,YLI-ULLAVA
85230,TALUS
93190,YLI-SIURUA
98360,VUOSTIMO
15561,NASTOLA
20210,TURKU
23140,HIETAMÄKI
38360,SASTAMALA
41540,RISTIMÄKI
62310,VOLTTI
65610,MUSTASAARI
81450,HUHUS
85800,HAAPAJÄRVI
02130,ESPOO
20520,TURKU
20780,KAARINA
23880,SUONTAKA
28360,PORI
28840,PORI
32830,RISTE
45130,KOUVOLA
49900,VIROLAHTI
54950,PETTILÄ
55910,IMATRA
61410,YLISTARO AS
66230,KORSBÄCK
90400,OULU
90560,OULU
00920,HELSINKI
02771,ESPOO
07680,ASKOLA
14690,TORVOILA
25110,KRUUSILA
43101,SAARIJÄRVI
50600,MIKKELI
61720,KOSKUE
64740,HORO
70150,KUOPIO
74301,SONKAJÄRVI
83750,SOTKUMA
99490,KILPISJÄRVI
03300,OTALAMPI
07940,LOVIISA
15170,LAHTI
19700,SYSMÄ
43610,AHO
48770,KOTKA
74701,KIURUVESI
80850,PAIHOLA
99695,TANKAVAARA
00350,HELSINKI
00521,HELSINKI
00670,HELSINKI
02151,ESPOO
08701,LOHJA
26100,RAUMA
36570,KAIVANTO
40500,JYVÄSKYLÄ
44201,SUOLAHTI
49460,HAMINA
54430,HUJAKKALA
68601,PIETARSAARI
68970,ÖVERPURMO
88640,ONTOJOKI
91790,NUOJUA
95430,TORNIO
95660,KANTOMAANPÄÄ
98570,AAPAJÄRVI
00026,BASWARE
00771,HELSINKI
21680,NÖTÖ
22100,MARIEHAMN
27100,EURAJOKI
34600,RUOVESI
62750,SAUKONKYLÄ
82300,RÄÄKKYLÄ
92230,MATTILANPERÄ
95900,KOLARI
98920,KELLOSELKÄ
00098,VARMA
73850,ALA-LUOSTA
11310,RIIHIMÄKI
16301,ORIMATTILA
27510,EURA
31700,URJALA AS
32100,YPÄJÄ
35260,HOIVAMÄKI
39100,HÄMEENKYRÖ
54100,JOUTSENO
60450,MUNAKKA
72360,NÄRHILÄ
77580,TIHUSNIEMI
82580,JUURIKKA
92650,LAAKKOLA
96400,ROVANIEMI
99190,HANHIMAA
00191,HELSINKI
12700,LOPPI
16900,LAMMI
17500,PADASJOKI
21250,MASKU
41925,YLÄ-KINTAUS
46140,VEKARANJÄRVI
61250,JALASTO
63510,LEHTIMÄKI KK
78300,VARKAUS
79265,PUPONMÄKI
82865,KOKINVAARA
87100,KAJAANI
88200,OTANMÄKI
03870,HYÖNÖLÄ
13250,HÄMEENLINNA
21450,TARVASJOKI
25630,SÄRKISALO
38760,VENESJÄRVI
42700,KEURUU
46910,ANJALA
51901,JUVA
52510,HIETANEN
58360,SÄIMEN
66800,ORAVAINEN
70910,VUORELA
99860,NELLIM
01710,VANTAA
04321,TUUSULA
29350,PALUS
33300,TAMPERE
37100,NOKIA
37530,LEMPÄÄLÄ
47610,KYMENTAKA
61270,LUOPAJÄRVI
67101,KOKKOLA
71490,AIRAKSELA
71800,SIILINJÄRVI
76101,PIEKSÄMÄKI
97680,SAARI-KÄMÄ
97880,NOLIMO
04680,HIRVIHAARA
22411,GODBY
33520,TAMPERE
37830,AKAA
41270,LANNEVESI
58140,AHVENSALMI
65201,VAASA
66260,SVARVAR
85200,ALAVIESKA
89601,SUOMUSSALMI
95315,TÖRMÄ
15550,NASTOLA
23101,MYNÄMÄKI
33801,TAMPERE
62295,KAUHAJÄRVI
65470,RIMAL
81390,REVONKYLÄ
85660,NIVALA
93170,PUDASJÄRVI
93590,VANHALA
22140,MARIEHAMN
07190,HALKIA
15871,HOLLOLA
20500,TURKU
20751,TURKU
23800,LAITILA
28260,HARJUNPÄÄ
28760,PORI
32801,KOKEMÄKI
45101,KOUVOLA
49840,MÄNTLAHTI
61380,POLVENKYLÄ
66201,KORSNÄS
69601,KAUSTINEN
73301,NILSIÄ
33730,TAMPERE
49411,POITSILA
62280,MUSTAMAA
81330,LUHTAPOHJA
85620,NIVALA
93440,LOUKUSA
07150,LAUKKOSKI
15860,HOLLOLA
20381,TURKU
20740,TURKU
23600,KALANTI
28220,PORI
40930,KINKOMAA
44970,KORPPINEN
49770,SALO-MIEHIKKÄLÄ
54850,KUUKANNIEMI
61350,HUISSI
66141,ÖVERMALAX
69550,KANALA
73250,KORPIJÄRVI
79660,KERISALO
86210,PETÄJÄSKOSKI
90240,OULU
02550,EVITSKOG
07560,PUKKILA
13700,PAROLANNUMMI
35220,ERÄJÄRVI
55510,IMATRA
56640,PURNUJÄRVI
61630,HIRVIJÄRVI
73770,SÄYNEINEN
96301,ROVANIEMI
99170,PULJU
03100,NUMMELA
32500,ORIPÄÄ
35700,VILPPULA
39430,RÖYHIÖ
43490,KANGASAHO
51440,VUOJALAHTI
70421,KUOPIO
97220,SINETTÄ
99420,PELTOVUOMA
99655,SATTASVAARA
00320,HELSINKI
00500,HELSINKI
00630,HELSINKI
18101,HEINOLA
25950,ROSALA
30100,FORSSA
36280,PIKONLINNA
40341,JYVÄSKYLÄ
44150,ÄÄNEKOSKI
48601,KOTKA
63890,HAUTAKYLÄ
68555,BOSUND
68870,EDSEVÖ
83330,KAATAMO
88601,SOTKAMO
91720,OTERMA
95401,TORNIO
00018,ILMARINEN
02280,ESPOO
21620,KUUSISTO
26820,RAUMA
31350,LIESJÄRVI
34450,JÄMINKIPOHJA
58700,SULKAVA
88940,KUUMU
92140,PATTIJOKI
95620,AAVASAKSA
95800,SIEPPIJÄRVI
98820,VÄRRIÖ
00053,VERO
11100,RIIHIMÄKI
16201,ARTJÄRVI
21890,HAVERI
27401,KIUKAINEN
31620,LATOVAINIO
45200,KOUVOLA
53830,LAPPEENRANTA
59410,KIRJAVALA
62950,PAALIJÄRVI
72220,ELIAKSELA
77380,KANTALA
95590,TORNIO
01810,LUHTAJOKI
04480,HAARAJOKI
10410,ÅMINNEFORS
10901,HANKO
15950,LAHTI
21820,KUMILA
53501,LAPPEENRANTA
62600,LAPPAJÄRVI
62870,VINNI
71720,KÄÄRMELAHTI
77140,VANAJA
82120,KESKIJÄRVI
82380,TOLOSENMÄKI
05401,JOKELA
12240,HIKIÄ
16540,MERTIE
21160,MERIMASKU
33701,TAMPERE
38201,SASTAMALA
41410,KANKAINEN
45701,KUUSANKOSKI
72550,SÄVIÄ
86790,VENETPALO
01180,KALKKIRANTA
32701,HUITTINEN
33960,PIRKKALA
41750,HAVUMÄKI
42140,JUOKSLAHTI
46570,SAARAMAA
51670,NYKÄLÄ
65930,SÖDRA VALLGRUND
66400,LAIHIA
66600,VÖYRI
70621,KUOPIO
97320,MARRASJÄRVI
33006,VASTAUSLÄHETYS
01420,VANTAA
01630,VANTAA
24130,SALO
28540,PORI
33180,TAMPERE
61550,ORISMALA
66900,UUSIKAARLEPYY
71201,TUUSNIEMI
90470,VARJAKKA
94600,KEMI
97615,TENNIROVA
37630,VALKEAKOSKI
37960,AKAA
41350,LAUKAA AS
45410,UTTI
65301,VAASA
77630,LEMPYY
97950,SÄIKKÄ
98440,KALLAANVAARA
05831,HYVINKÄÄ
23310,TAIVASSALO
33881,LEMPÄÄLÄ
38490,HAUKIJÄRVI
41630,ORAVASAARI
62375,YLIHÄRMÄ
65730,JUNGSUND
66320,NIEMENKYLÄ
66531,KOIVULAHTI
90140,OULU
93250,SARAJÄRVI
97240,SONKA
01370,VANTAA
28401,ULVILA
61470,KITINOJA
90440,KEMPELE
94400,KEMINMAA
97530,YLI-NAMPA
07750,ISNÄS
14200,TURENKI
82200,HAMMASLAHTI
86480,KARHUKANGAS
92530,MANKILA
05510,HYVINKÄÄ
06101,PORVOO
12450,VÄHIKKÄLÄ
16670,LAPPILA
21210,RAISIO
38280,SASTAMALA
41500,HANKASALMI AS
45750,SAIRAALAMÄKI
60200,SEINÄJOKI
63400,ALAVUS AS
66441,TERVAJOKI
79150,KONNUSLAHTI
82815,MARJOVAARA
86850,HIIDENNIEMI
01261,VANTAA
03620,KARKKILA
17320,ASIKKALA
99940,NÄÄTÄMÖ
25260,VASKIO
29720,LAMPPI
33410,TAMPERE
37200,SIURO
51340,HÄNNILÄ
56410,KAITURINPÄÄ
57210,SAVONLINNA
61860,HARJA
80330,REIJOLA
83700,POLVIJÄRVI
83870,POLVELA
89210,PUOKIOVAARA
95230,MAKSNIEMI
08151,LOHJA
14980,KUOHIJOKI
22810,SEGLINGE
40270,PALOKKA
43960,SAARENSALMI
74540,KOTIKYLÄ
81230,MÖNNI
84650,YLIVIESKA
85430,SIEVI
89680,VAARANNIVA
00720,HELSINKI
02240,ESPOO
15701,LAHTI
40660,JYVÄSKYLÄ
44401,KONGINKANGAS
49240,PUROLA
49630,VEHKAJOKI
54710,LEMI
61280,JOKIPII
68800,KOLPPI
69310,LAITALA
73101,LAPINLAHTI
81660,LEHMIKYLÄ
02431,MASALA
06530,KERKKOO
07370,PELLINKI
27260,LAPPI
34870,VISUVESI
44790,KOTVALA
55101,IMATRA
69850,PATANA
73601,KAAVI
92450,LUOHUA
95750,ORAJÄRVI
00141,HELSINKI
02660,ESPOO
27750,KÖYLIÖ
31860,TURSA
32280,METSÄKORPI
35520,PIRTTIKANGAS
63340,SAPSALAMPI
91100,II
96910,ROVANIEMI
99310,YLI-MUONIO
00260,HELSINKI
00410,HELSINKI
13101,HÄMEENLINNA
21340,TORTINMÄKI
39701,PARKANO
61100,PERÄSEINÄJOKI
63701,ÄHTÄRI
78900,VARKAUS
91601,UTAJÄRVI
99560,ORAKYLÄ
00390,HELSINKI
00570,HELSINKI
17801,KUHMOINEN
19160,HUUTOTÖYRY
21540,PREITILÄ
25830,VÄSTANFJÄRD
26200,RAUMA
31170,SAVIJOKI
42850,POHJASLAHTI
47260,RATULA
52720,KARANKAMÄKI
58550,PUTIKKO
64230,NÄRPIÖ AS
75790,RUMO
83550,KOKONVAARA
88380,MIESLAHTI
91950,TEMMES
95530,TORNIO
04440,JÄRVENPÄÄ
10350,MELTOLA
10710,SNAPPERTUNA
21770,MOSSALA
41120,PUUPPOLA
48100,KOTKA
53400,LAPPEENRANTA
62540,VASIKKA-AHO
62840,LAKANIEMI
67900,KOKKOLA
71680,PULKONKOSKI
76940,NENONPELTO
81970,JONGUNJOKI
97970,SIRNIÖ
02120,ESPOO
05250,KILJAVA
12130,MOMMILA
16450,MALLUSJOKI
38130,SASTAMALA
41390,ÄIJÄLÄ
45610,KORIA
59820,PURUJÄRVI
72490,SAARINEN
82360,ONKAMO
98510,SAUNAVAARA
05850,HYVINKÄÄ
23390,INIÖ
28100,PORI
38600,LAVIA
46450,ENÄJÄRVI
51600,HAUKIVUORI
66350,TAINUS
66560,ÖSTERHANKMO
70600,KUOPIO
85940,RÄISÄLÄNMÄKI
93280,SYÖTE
97280,TAPIO
01391,VANTAA
20880,TURKU
24101,SALO
28450,VANHA-ULVILA
42101,JÄMSÄ
61501,ISOKYRÖ
90451,KEMPELE
94450,KEMINMAA
97580,MISI
07810,INGERMANINKYLÄ
19480,HARTOSENPÄÄ
22220,EMKARBY
25230,ANGELNIEMI
29180,PERÄNKYLÄ
51310,LEVÄ
56310,SYYSPOHJA
57170,SAVONLINNA
61840,NORINKYLÄ
64440,METSÄLÄ
70280,KUOPIO
74120,IISALMI
80230,JOENSUU
90650,OULU
95210,FILPUS
08100,LOHJA
14870,TUULOS
15240,LAHTI
19920,PAPPINEN
43900,KINNULA
62175,YLIKYLÄ
64900,ISOJOKI
74470,PALOINEN
74980,TIHILÄNKANGAS
81201,ENO
85340,SIEVI
89640,PESIÖKYLÄ
02211,ESPOO
09810,NUMMI
20250,TURKU
22710,FÖGLÖ
36810,KUHMALAHTI
40630,JYVÄSKYLÄ
44350,ISTUNMÄKI
49200,HEINLAHTI
49540,METSÄKYLÄ
54550,SUO-ANTTILA
72950,PORTTILA
81570,KELVÄ
00041,ELO
02420,JORVAS
06400,PORVOO
07320,JAKARI
27230,LAPPI
31501,KOSKI TL
34300,KURU
34800,VIRRAT
44740,KEITELEPOHJA
73500,JUANKOSKI
92401,RUUKKI
95710,NAAMIJOKI
99100,KITTILÄ
00130,HELSINKI
00940,HELSINKI
02621,ESPOO
21140,RYMÄTTYLÄ
31810,ORINIEMI
35500,KORKEAKOSKI
39180,HERTTUALA
43220,MAHLU
63301,ALAVUS
82675,NIIRALA
96700,ROVANIEMI
99290,KELONTEKEMÄ
00241,HELSINKI
17120,PAIMELA
21291,RUSKO
25420,LAHNAJÄRVI
32250,KOJONKULMA
39620,KOVESJOKI
60760,POJANLUOMA
63660,ÄHTÄRINRANTA
78850,VARKAUS
82960,LEHTOVAARA
87400,KAJAANI
90910,KONTIO
91510,ROVA
00003,VASTAUSLÄHETYS
00371,HELSINKI
17740,KASINIEMI
19110,VIERUMÄKI
25760,KIILA
31140,MENONEN
42820,RIIHO
47200,ELIMÄKI
52150,HAUHALA
58500,PUNKAHARJU
64201,NÄRPIÖ
71170,LAUKKA-AHO
75710,KARHUNPÄÄ
88310,MELALAHTI
88740,HÄRMÄNKYLÄ
91901,LIMINKA
95490,TORNIO
01620,VANTAA
01750,VANTAA
04420,JÄRVENPÄÄ
10320,KARJAA
21740,UTÖ
52700,MÄNTYHARJU
53200,LAPPEENRANTA
58910,RANTASALMI AS
62510,KUOPPA-AHO
67701,KOKKOLA
71650,HIRVILAHTI
71890,HAMULA
76780,LAMMINMÄKI
81860,VIEKIJÄRVI
02101,ESPOO
05100,RÖYKKÄ
11910,RIIHIMÄKI
16350,NIINIKOSKI
33580,TAMPERE
69410,SYKÄRÄINEN
02470,UPINNIEMI
07410,KRÅKÖ
34950,OHTOLA
50101,MIKKELI
55121,IMATRA
69950,PERHO
73640,SIVAKKAVAARA
79520,VILJOLAHTI
79940,VIHTARI
96101,ROVANIEMI
99130,SIRKKA
00971,HELSINKI
02700,KAUNIAINEN
02921,ESPOO
07830,PUKARO
27801,SÄKYLÄ
35540,JUUPAJOKI
39290,VESAJÄRVI
43340,KANNONJÄRVI
63360,KUIVASKYLÄ
70301,KUOPIO
74130,IISALMI
91110,II AS
97110,RAUTIOSAARI
99340,RAATTAMA
00280,HELSINKI
00421,HELSINKI
17870,RUOLAHTI
25501,PERNIÖ
36201,KANGASALA
39780,ALASKYLÄ
61120,LOUKO
63780,ALASTAIPALE
83130,SALOKYLÄ
91640,SÄRKIJÄRVI
95350,PEURA
00012,FUJITSU
00581,HELSINKI
19250,SYRJÄKOSKI
21570,SAUVO
25870,DRAGSFJÄRD
31250,TEURO
42910,PIHLAJAVESI
47400,KAUSALA
52300,RISTIINA
52760,MYNTTILÄ
58610,TELAKANAVA
75890,SARAMO
88440,JOKIKYLÄ
88900,KUHMO
89800,SUOMUSSALMI KK
93400,TAIVALKOSKI
50970,MIKKELI
06950,EMÄSALO
15840,LAHTI
20360,TURKU
20701,TURKU
28190,PORI
40801,VAAJAKOSKI
44501,VIITASAARI
49730,MUURIKKALA
54800,SAVITAIPALE
61330,KOSKENKORVA
62435,PIRTTINEN
69450,YLI-LESTI
73200,VARPAISJÄRVI
79620,HUUTOKOSKI
86110,PARHALAHTI
90221,OULU
00861,HELSINKI
02510,OITMÄKI
07510,ASKOLA
38910,ALA-HONKAJOKI
44910,ELÄMÄJÄRVI
50150,MIKKELI
55330,TIURUNIEMI
61600,JALASJÄRVI
69980,MÖTTÖNEN
73670,LUIKONLAHTI
96200,ROVANIEMI
99140,KÖNGÄS
00170,HELSINKI
02711,ESPOO
02970,ESPOO
07870,SKINNARBY
14450,RIMMILÄ
31950,SADONMAA
32440,ALASTARO
35601,HALLI
39360,KOMI
39880,KIHNIÖ AS
43430,VÄÄTÄISKYLÄ
70400,KUOPIO
91200,YLI-II
97145,TOTONVAARA
99400,ENONTEKIÖ
99640,TANHUA
00300,HELSINKI
00610,HELSINKI
17970,PUUKKOINEN
21381,AURA
25540,KNAAPILA
36240,KANGASALA
44100,ÄÄNEKOSKI
48401,KOTKA
68501,KRUUNUPYY
83160,TUTJUNNIEMI
87910,LINNANTAUS
88490,POHJAVAARA
91700,VAALA
95370,ITÄKOSKI
00015,OTAVAMEDIA
19320,NIKKAROINEN
21600,PARAINEN
25910,VÄNOXA
26661,RAUMA
34410,MUROLE
52850,HALMENIEMI
58650,KIVIAPAJA
75940,MUJEJÄRVI
92101,RAAHE
95770,LANKOJÄRVI
98790,PALOPERÄ
00050,NETS
01830,LEPSÄMÄ
04530,OHKOLA
10440,BOLLSTA
10960,HANKO POHJOINEN
16100,UUSIKYLÄ
21870,RIIHIKOSKI
27320,IHODE
31600,JOKIOINEN
48210,KOTKA
53650,LAPPEENRANTA
59210,MELKONIEMI
62620,ALA-SEPPÄ
62901,ALAJÄRVI
68220,KARHI
71745,HAATALA
72140,ITÄ-KARTTULA
77320,HURSKAALA
82160,OSKOLA
92500,RANTSILA
05460,HYVINKÄÄ
05950,HYVINKÄÄ
12380,LEPPÄKOSKI
16601,JÄRVELÄ
21200,RAISIO
38220,SASTAMALA
60110,SEINÄJOKI
66420,RUTO
72601,KEITELE
77960,PAKARILA
86810,PYHÄJÄRVI
01201,VANTAA
03600,KARKKILA
13110,HÄMEENLINNA
32740,SASTAMALA
34110,LAKIALA
41801,KORPILAHTI
42300,JÄMSÄNKOSKI
46750,LIIKKALA
51760,NUUTILANMÄKI
66640,MAKSAMAA
79101,LEPPÄVIRTA
97340,MELTAUS
01451,VANTAA
01650,VANTAA
04240,TALMA
28600,PORI
33210,TAMPERE
36910,RAUTAJÄRVI
71260,JUURIKKAMÄKI
90501,OULU
97630,PEKKALA
99970,NUVVUS
19600,HARTOLA
25330,KUUSJOKI
29760,KÖÖRTILÄ
33430,VUORENTAUSTA
37241,LINNAVUORI
41160,TIKKAKOSKI
51420,HARJUMAA
57230,SAVONLINNA
64510,NÄMPNÄS
65101,VAASA
74590,KURENPOLVI
83900,JUUKA
90831,HAUKIPUDAS
95255,ALANIEMI
08350,LOHJA
15100,LAHTI
15320,LAHTI
22240,HAMMARLAND
22840,LAPPO
49300,TAVASTILA
65370,VAASA
81270,PAUKKAJA
85100,KALAJOKI
85500,NIVALA
89760,PIISPAJÄRVI
02270,ESPOO
06830,KULLOONKYLÄ
15810,LAHTI
20321,TURKU
28120,PORI
40720,JYVÄSKYLÄ
44460,KALANIEMI
49700,MIEHIKKÄLÄ
61301,KURIKKA
62420,KORTESJÄRVI
68830,BÄCKBY
22330,TJUDÖ
74200,VIEREMÄ
80101,JOENSUU
97170,JAATILA
99410,VUONTISJÄRVI
00310,HELSINKI
00441,HELSINKI
21420,LIETO
32450,TAMMIAINEN
36270,KANGASALA
39930,KARVIA
44120,ÄÄNEKOSKI
48600,KOTKA
63880,KUKONKYLÄ
68550,ÖJA
83320,RISTI
87950,KULUNTALAHTI
91710,JYLHÄMÄ
95400,TORNIO
99650,SATTANEN
00621,HELSINKI
18100,HEINOLA
21610,KIRJALA
25940,HIITTINEN
31340,PORRAS
40340,JYVÄSKYLÄ
58690,ALA-SÄRKILAHTI
88600,SOTKAMO
92130,RAAHE
95615,PEKANPÄÄ
98810,LUNKKAUS
00017,FENNIA
00052,VERO
16200,ARTJÄRVI
21880,PÖYTYÄ
26740,VASARAINEN
27400,KIUKAINEN
31610,VAULAMMI
34430,KEKKONEN
52920,VOIKOSKI
53810,LAPPEENRANTA
59320,HAAPAOJA
62640,SAVONKYLÄ
77350,MONTOLA
82180,HUHTILAMPI
86470,LUMIMETSÄ
88930,LENTIIRA
92520,SIPOLA
95790,LAMPSIJÄRVI
01900,NURMIJÄRVI
05470,HYVINKÄÄ
12401,TERVAKOSKI
16630,TENNILÄ
38270,SASTAMALA
41490,NIEMISJÄRVI
60150,SEINÄJOKI
62940,HOISKO
72211,TERVO
82460,HUMMOVAARA
82760,HOILOLA
01260,VANTAA
06100,PORVOO
13130,HÄMEENLINNA
17240,KALKKINEN
34140,MUTALA
38701,KANKAANPÄÄ
41840,MOKSI
46801,MYLLYKOSKI
51810,MAIVALA
66440,TERVAJOKI
70781,KUOPIO
79140,KOTALAHTI
01490,VANTAA
04251,KERAVA
28610,PORI
32760,SUTTILA
33230,TAMPERE
42330,HAAVISTO
47401,KAUSALA
52301,RISTIINA
66660,BERTBY
66930,KOVJOKI
71310,VEHMERSALMI
90520,OULU
94720,KEMI
97645,JUUJÄRVI
19430,PERTUNMAA
20811,TURKU
25190,PERTTELI
29100,LUVIA
37121,NOKIA
51201,KANGASNIEMI
56140,ÄITSAARI
57130,SAVONLINNA
64370,MYRKKY
68500,KRUUNUPYY
70211,KUOPIO
83830,HUKKALA
90600,OULU
02820,ESPOO
07980,KUNINKAANKYLÄ
14810,TUULOS
43720,KUMPULAINEN
58175,ENONKOSKI
66295,TÖJBY
66510,MERIKAARTO
85820,OKSAVA
90101,OULU
93220,LIVO
01351,VANTAA
20540,TURKU
28370,PORI
49930,VAALIMAA
61440,UNTAMALA
86360,ILVESKORPI
94101,KEMI
97470,ALAKYLÄ
06151,PORVOO
07700,KOSKENKYLÄN SAHA
13900,PEKOLA
20800,TURKU
25160,TUOHITTU
28880,PORI
50770,KORPIKOSKI
56101,RUOKOLAHTI
61760,ILVESJOKI
70200,KUOPIO
73901,RAUTAVAARA
79830,PALOKKI
80161,JOENSUU
83780,HORSMANAHO
90571,OULU
02781,ESPOO
03400,VIHTI
07955,TESJOKI
19730,SÄRKILAMPI
39590,TEVANIEMI
43660,VASTINKI
57101,SAVONLINNA
58150,MAKKOLA
62130,HELLANMAA
64770,ÄYSTÖ
74740,AITTOJÄRVI
81100,KONTIOLAHTI
99520,SEIPÄJÄRVI
00360,HELSINKI
00531,HELSINKI
02170,ESPOO
09120,KARJALOHJA
15200,LAHTI
36601,PÄLKÄNE
40521,JYVÄSKYLÄ
44250,ÄÄNEKOIVISTO
48800,KOTKA
54490,AHOMÄKI
98600,KURSU
99720,RIIPI
00031,GE
00680,HELSINKI
00781,HELSINKI
02361,ESPOO
27110,EURAJOKI
31450,HÄNTÄLÄ
44630,KUMPUMÄKI
88690,MAANSELKÄ
95675,MELTOSJÄRVI
98950,SAIJA
00101,HELSINKI
22130,GOTTBY
27600,HINNERJOKI
35300,ORIVESI
39110,SIMUNA
54110,LAMPIKANGAS
59720,UUKUNIEMI
62800,VIMPELI
63160,SALMI
72400,PIELAVESI
00201,HELSINKI
21100,NAANTALI
21260,RAISIO
46230,VALKEALA
60511,HYLLYKALLIO
63540,HERNESMAA
78310,VARKAUS
82600,TOHMAJÄRVI
82880,MANNERVAARA
91310,ARKALA
